"10110る 2454 羛祇           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/10/01","11,313,840","3,506,439,453","307.50","312.50","305.50","312.50","+3.00","7,118",
"101/10/02","11,138,160","3,542,402,897","313.00","322.00","311.50","322.00","+9.50","7,960",
"101/10/03","6,225,596","1,996,164,316","321.00","323.00","317.50","321.50","-0.50","4,365",
"101/10/04","7,285,734","2,313,762,754","320.00","321.50","313.00","318.50","-3.00","5,328",
"101/10/05","15,662,432","5,128,468,400","326.00","330.50","324.50","325.00","+6.50","9,421",
"101/10/08","9,560,719","3,137,318,113","330.00","330.00","326.00","327.00","+2.00","6,246",
"101/10/09","10,675,221","3,444,610,464","328.00","330.00","318.00","324.00","-3.00","7,423",
"101/10/11","17,848,647","5,803,447,032","320.00","328.00","320.00","325.50","+1.50","9,707",
"101/10/12","9,217,873","2,958,082,860","325.00","325.00","318.00","320.00","-5.50","6,186",
"101/10/15","6,024,782","1,904,480,830","318.00","319.50","314.50","315.00","-5.00","4,221",
"101/10/16","9,934,997","3,171,642,018","318.00","321.00","317.00","317.50","+2.50","5,204",
"101/10/17","7,151,969","2,278,511,073","320.00","321.00","317.00","317.00","-0.50","4,153",
"101/10/18","5,431,464","1,738,601,016","321.00","321.50","318.50","320.00","+3.00","3,745",
"101/10/19","4,518,832","1,449,947,293","320.00","323.50","318.00","323.50","+3.50","3,317",
"101/10/22","5,572,695","1,796,663,699","320.00","326.00","318.50","326.00","+2.50","4,015",
"101/10/23","3,808,923","1,237,091,151","327.00","327.50","322.50","322.50","-3.50","2,878",
"101/10/24","5,729,031","1,863,293,106","320.50","327.50","320.00","326.50","+4.00","4,144",
"101/10/25","6,074,924","1,963,289,604","326.50","326.50","320.00","321.00","-5.50","4,308",
"101/10/26","7,088,343","2,277,315,574","325.00","325.00","318.50","318.50","-2.50","4,709",
"101/10/29","16,807,530","5,507,058,840","321.00","331.50","320.50","329.50","+11.00","10,014",
"101/10/30","13,361,318","4,354,896,850","330.00","330.50","324.00","325.00","-4.50","7,003",
"101/10/31","8,707,585","2,809,296,040","325.00","325.00","320.00","324.50","-0.50","5,168",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

