"10205る 2382 約笷             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/05/02","7,056,963","424,374,468","60.80","60.80","59.80","59.90","-1.10","2,879",
"102/05/03","6,880,854","416,243,972","60.50","60.60","60.10","60.60","+0.70","2,671",
"102/05/06","4,807,501","289,566,160","60.60","60.70","59.90","60.30","-0.30","2,273",
"102/05/07","7,437,333","451,530,699","60.40","61.20","60.30","61.00","+0.70","2,828",
"102/05/08","12,367,526","769,020,758","61.00","63.00","61.00","63.00","+2.00","5,503",
"102/05/09","5,714,772","358,784,577","63.50","63.50","62.50","62.50","-0.50","2,642",
"102/05/10","8,849,809","553,555,191","62.10","63.10","61.70","63.10","+0.60","4,122",
"102/05/13","5,510,517","340,723,734","62.40","62.50","61.50","61.60","-1.50","2,808",
"102/05/14","5,796,824","356,107,322","61.60","62.00","60.60","60.60","-1.00","2,569",
"102/05/15","10,486,579","638,136,183","60.10","61.70","60.10","60.90","+0.30","3,953",
"102/05/16","13,512,911","854,351,205","62.00","64.90","61.70","64.00","+3.10","5,360",
"102/05/17","8,006,788","512,580,032","64.00","64.50","63.60","64.20","+0.20","2,381",
"102/05/20","11,141,522","721,201,330","63.70","65.70","63.50","65.30","+1.10","3,370",
"102/05/21","7,628,766","495,990,473","65.30","65.30","64.50","65.00","-0.30","2,174",
"102/05/22","7,119,796","459,223,683","65.20","65.50","64.20","64.40","-0.60","2,608",
"102/05/23","6,882,838","443,282,932","64.50","65.00","64.10","64.40"," 0.00","2,889",
"102/05/24","9,982,203","639,574,721","65.50","65.50","64.40","65.20","+0.80","2,857",
"102/05/27","3,967,053","258,723,541","65.20","65.50","64.50","65.50","+0.30","1,349",
"102/05/28","5,008,934","328,082,288","65.50","65.80","65.00","65.40","-0.10","1,576",
"102/05/29","6,822,693","445,474,442","65.50","65.80","65.00","65.80","+0.40","2,595",
"102/05/30","9,527,327","619,417,418","65.40","65.40","64.50","64.70","-1.10","2,882",
"102/05/31","8,348,026","541,729,175","64.70","65.10","64.60","64.80","+0.10","2,296",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

