"9906る 2454 羛祇           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
" 99/06/01","2,331,384","1,206,316,528","519.00","521.00","514.00","516.00","-7.00","1,779",
" 99/06/02","3,340,193","1,718,625,588","510.00","519.00","510.00","516.00"," 0.00","2,576",
" 99/06/03","5,617,686","2,989,403,010","528.00","535.00","528.00","535.00","+19.00","4,187",
" 99/06/04","3,701,519","1,963,427,232","533.00","536.00","525.00","527.00","-8.00","2,453",
" 99/06/07","5,008,187","2,559,600,240","513.00","523.00","500.00","520.00","-7.00","3,762",
" 99/06/08","2,163,813","1,113,194,947","518.00","518.00","511.00","515.00","-5.00","1,721",
" 99/06/09","4,444,153","2,297,566,254","513.00","520.00","512.00","516.00","+1.00","2,815",
" 99/06/10","2,936,644","1,506,256,660","515.00","515.00","507.00","515.00","-1.00","1,971",
" 99/06/11","6,042,389","3,155,505,039","520.00","528.00","518.00","521.00","+6.00","3,203",
" 99/06/14","6,032,632","3,104,591,008","522.00","525.00","510.00","517.00","-4.00","3,675",
" 99/06/15","11,047,144","5,659,572,298","511.00","518.00","508.00","516.00","-1.00","6,186",
" 99/06/17","11,391,688","5,778,395,440","511.00","514.00","501.00","501.00","-15.00","8,344",
" 99/06/18","11,789,670","5,884,124,830","500.00","505.00","495.00","496.00","-5.00","7,587",
" 99/06/21","7,075,728","3,574,775,752","500.00","509.00","500.00","507.00","+11.00","4,690",
" 99/06/22","4,421,833","2,223,764,164","503.00","507.00","498.50","507.00"," 0.00","3,046",
" 99/06/23","4,166,277","2,095,198,162","500.00","507.00","500.00","506.00","-1.00","2,650",
" 99/06/24","5,245,208","2,624,375,500","501.00","505.00","498.50","499.00","-7.00","3,035",
" 99/06/25","9,539,254","4,630,181,837","490.00","492.00","481.50","482.00","-17.00","7,023",
" 99/06/28","11,789,041","5,546,410,729","481.00","482.00","461.50","465.00","-17.00","8,636",
" 99/06/29","13,145,371","6,121,153,515","465.00","470.00","462.00","462.00","-3.00","7,990",
" 99/06/30","10,151,867","4,635,141,985","453.00","464.00","452.50","452.50","-9.50","7,020",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

