"105年11月 1723 中碳             各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"105/11/01","119,410","13,017,392","108.50","109.50","108.00","109.00","+0.50","111",
"105/11/02","316,995","33,931,960","109.50","109.50","106.00","106.50","-2.50","296",
"105/11/03","278,000","29,338,499","105.50","106.00","105.00","105.50","-1.00","233",
"105/11/04","99,740","10,553,940","105.50","106.50","105.50","105.50"," 0.00","108",
"105/11/07","162,097","17,167,227","106.00","106.50","105.50","105.50"," 0.00","165",
"105/11/08","175,608","18,616,556","106.00","106.50","105.50","105.50"," 0.00","139",
"105/11/09","451,843","47,163,515","106.00","106.00","103.50","104.50","-1.00","398",
"105/11/10","333,961","35,608,839","105.00","107.50","105.00","106.50","+2.00","265",
"105/11/11","277,000","29,562,500","105.50","107.50","105.50","107.00","+0.50","247",
"105/11/14","151,901","16,185,952","107.00","107.00","106.00","106.50","-0.50","147",
"105/11/15","411,373","44,491,157","107.50","109.50","107.00","109.00","+2.50","343",
"105/11/16","211,417","23,032,453","109.00","109.50","108.50","109.00"," 0.00","201",
"105/11/17","118,465","12,842,685","108.50","109.00","108.00","108.00","-1.00","118",
"105/11/18","126,420","13,620,360","108.00","108.50","107.50","108.00"," 0.00","129",
"105/11/21","105,582","11,356,856","108.00","108.00","107.00","107.50","-0.50","103",
"105/11/22","284,556","30,942,104","108.50","109.50","108.00","108.50","+1.00","264",
"105/11/23","355,622","39,149,920","109.50","111.00","108.50","110.00","+1.50","318",
"105/11/24","191,466","20,978,991","110.00","110.00","109.00","110.00"," 0.00","159",
"105/11/25","228,490","25,092,635","110.00","111.00","108.50","110.50","+0.50","207",
"105/11/28","512,272","57,466,094","110.50","113.00","110.00","112.50","+2.00","404",
"105/11/29","331,180","37,258,740","112.00","113.00","112.00","112.50"," 0.00","305",
"105/11/30","281,673","31,442,703","113.00","113.00","110.50","111.00","-1.50","238",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

