"10201る 1101 猟             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/01/02","6,374,614","248,393,685","38.95","39.10","38.65","39.00","+0.10","1,956",
"102/01/03","9,710,784","378,361,218","39.50","39.50","38.75","38.85","-0.15","2,412",
"102/01/04","8,682,170","338,671,929","39.40","39.45","38.60","39.00","+0.15","3,011",
"102/01/07","5,067,416","196,594,008","39.10","39.10","38.65","38.90","-0.10","1,500",
"102/01/08","6,454,905","249,593,429","38.90","39.10","38.20","38.50","-0.40","2,543",
"102/01/09","5,776,333","223,867,570","38.80","39.00","38.50","38.55","+0.05","1,854",
"102/01/10","15,592,427","614,085,388","39.00","39.65","38.80","39.65","+1.10","4,860",
"102/01/11","7,716,292","305,787,448","39.65","39.95","39.40","39.65"," 0.00","2,219",
"102/01/14","11,525,113","447,455,130","39.20","39.50","38.20","39.50","-0.15","3,594",
"102/01/15","6,009,521","234,054,301","39.40","39.40","38.75","39.00","-0.50","2,036",
"102/01/16","4,870,378","189,538,436","39.30","39.30","38.65","38.95","-0.05","1,945",
"102/01/17","9,392,585","359,789,345","39.20","39.20","37.50","37.80","-1.15","3,628",
"102/01/18","16,762,108","629,967,962","38.50","39.00","38.00","38.75","+0.95","3,468",
"102/01/21","5,561,944","214,942,323","38.30","38.95","38.20","38.85","+0.10","1,919",
"102/01/22","4,343,619","168,964,303","38.85","39.10","38.45","39.00","+0.15","1,212",
"102/01/23","3,720,603","144,481,748","38.80","39.05","38.70","38.95","-0.05","1,426",
"102/01/24","5,816,670","225,967,166","38.80","39.15","38.50","39.00","+0.05","1,828",
"102/01/25","8,601,843","335,834,223","38.90","39.25","38.65","39.10","+0.10","2,601",
"102/01/28","7,214,023","283,578,080","39.10","39.55","38.90","39.25","+0.15","1,923",
"102/01/29","6,611,802","261,493,371","39.40","39.60","39.30","39.60","+0.35","2,652",
"102/01/30","8,017,680","317,969,206","39.60","39.80","39.20","39.80","+0.20","2,414",
"102/01/31","7,139,650","284,732,780","39.80","40.00","39.75","39.90","+0.10","2,524",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

