"10009る 2454 羛祇           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/09/01","14,739,286","4,354,759,440","294.50","300.50","290.00","290.00","-1.50","9,969",
"100/09/02","12,992,455","3,799,477,011","290.00","296.00","288.00","293.50","+3.50","8,259",
"100/09/05","13,147,787","3,786,063,130","287.50","291.00","285.00","285.00","-8.50","8,478",
"100/09/06","19,262,495","5,338,145,620","280.00","281.00","273.50","274.00","-11.00","13,932",
"100/09/07","15,515,672","4,369,173,520","280.00","284.00","278.50","282.50","+8.50","9,656",
"100/09/08","11,105,623","3,148,523,721","285.00","285.50","281.00","283.50","+1.00","7,009",
"100/09/09","11,883,666","3,396,612,144","283.00","289.00","281.50","282.50","-1.00","8,431",
"100/09/13","8,347,711","2,368,975,924","282.00","286.50","281.00","283.50","+1.00","6,080",
"100/09/14","17,997,765","5,061,173,052","287.50","291.00","268.00","279.50","-4.00","12,996",
"100/09/15","20,034,031","5,877,567,653","290.00","297.50","287.00","296.50","+17.00","13,861",
"100/09/16","25,295,936","7,754,094,096","305.00","312.00","302.00","311.00","+14.50","16,699",
"100/09/19","10,734,905","3,336,260,564","309.00","314.50","307.00","309.50","-1.50","7,920",
"100/09/20","23,887,095","7,652,325,939","313.00","328.50","313.00","326.50","+17.00","15,856",
"100/09/21","32,914,993","11,088,353,077","336.00","341.00","331.00","339.00","+12.50","20,132",
"100/09/22","22,725,317","7,705,621,682","337.00","348.00","331.00","348.00","+9.00","14,453",
"100/09/23","26,734,117","8,837,356,408","338.50","339.00","324.00","324.00","-24.00","17,873",
"100/09/26","18,795,619","5,874,445,414","316.00","320.00","306.00","306.00","-18.00","13,750",
"100/09/27","16,125,690","5,252,785,130","326.00","327.00","320.00","327.00","+21.00","9,530",
"100/09/28","15,447,725","5,097,254,925","336.00","336.00","322.50","333.00","+6.00","10,905",
"100/09/29","10,084,832","3,340,943,560","329.00","335.50","326.50","328.50","-4.50","7,313",
"100/09/30","10,198,328","3,410,703,656","331.00","337.50","330.50","337.50","+9.00","7,690",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

